date,title,artist,peak_pos,rank,weeks
1980-01-02,Please Don't Go,KC And The Sunshine Band,1.0,1.0,20.0
1980-01-02,Escape (The Pina Colada Song),Rupert Holmes,1.0,2.0,12.0
1980-01-02,Rock With You,Michael Jackson,3.0,3.0,10.0
1980-01-02,Send One Your Love,Stevie Wonder,4.0,4.0,10.0
1980-01-02,Do That To Me One More Time,Captain & Tennille,5.0,5.0,12.0
1980-01-02,Babe,Styx,1.0,6.0,14.0
1980-01-02,Still,Commodores,1.0,7.0,15.0
1980-01-02,Coward Of The County,Kenny Rogers,8.0,8.0,8.0
1980-01-02,Ladies Night,Kool & The Gang,9.0,9.0,14.0
1980-01-02,We Don't Talk Anymore,Cliff Richard,10.0,10.0,12.0
1980-01-02,Cool Change,Little River Band,11.0,11.0,12.0
1980-01-02,Cruisin',Smokey Robinson,12.0,12.0,14.0
1980-01-02,The Long Run,Eagles,13.0,13.0,5.0
1980-01-02,Head Games,Foreigner,14.0,14.0,9.0
1980-01-02,Better Love Next Time,Dr. Hook,15.0,15.0,13.0
1980-01-02,Jane,Jefferson Starship,16.0,16.0,10.0
1980-01-02,I Wanna Be Your Lover,Prince,17.0,17.0,7.0
1980-01-02,This Is It,Kenny Loggins,18.0,18.0,12.0
1980-01-02,I Want You Tonight,Pablo Cruise,19.0,19.0,13.0
1980-01-02,You're Only Lonely,J.D. Souther,7.0,20.0,18.0
1980-01-02,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1.0,21.0,12.0
1980-01-02,Don't Do Me Like That,Tom Petty And The Heartbreakers,22.0,22.0,8.0
1980-01-02,Wait For Me,Daryl Hall John Oates,23.0,23.0,11.0
1980-01-02,Don't Let Go,Isaac Hayes,24.0,24.0,11.0
1980-01-02,Sara,Fleetwood Mac,25.0,25.0,4.0
1980-01-02,Take The Long Way Home,Supertramp,10.0,26.0,13.0
1980-01-02,Damned If I Do,The Alan Parsons Project,27.0,27.0,15.0
1980-01-02,Third Time Lucky (First Time I Was A Fool),Foghat,28.0,28.0,8.0
1980-01-02,Deja Vu,Dionne Warwick,29.0,29.0,9.0
1980-01-02,Chiquitita,ABBA,30.0,30.0,9.0
1980-01-02,"Yes, I'm Ready",Teri DeSario With K.C.,31.0,31.0,8.0
1980-01-02,Pop Muzik,M,1.0,32.0,22.0
1980-01-02,Half The Way,Crystal Gayle,15.0,33.0,15.0
1980-01-02,Heartache Tonight,Eagles,1.0,34.0,14.0
1980-01-02,Romeo's Tune,Steve Forbert,35.0,35.0,6.0
1980-01-02,Rotation,Herb Alpert,36.0,36.0,8.0
1980-01-02,Rapper's Delight,Sugarhill Gang,37.0,37.0,9.0
1980-01-02,"Train, Train",Blackfoot,38.0,38.0,12.0
1980-01-02,I'd Rather Leave While I'm In Love,Rita Coolidge,39.0,39.0,8.0
1980-01-02,Forever Mine,The O'Jays,40.0,40.0,7.0
1980-01-02,Savannah Nights,Tom Johnston,41.0,41.0,8.0
1980-01-02,Fool In The Rain,Led Zeppelin,42.0,42.0,3.0
1980-01-02,Crazy Little Thing Called Love,Queen,43.0,43.0,3.0
1980-01-02,Voices,Cheap Trick,44.0,44.0,5.0
1980-01-02,Why Me,Styx,45.0,45.0,4.0
1980-01-02,You Know That I Love You,Santana,46.0,46.0,7.0
1980-01-02,She's In Love With You,Suzi Quatro,47.0,47.0,7.0
1980-01-02,Do You Love What You Feel,Rufus And Chaka Khan,48.0,48.0,7.0
1980-01-02,Mistrusted Love,Mistress,49.0,49.0,9.0
1980-01-02,Lonely Eyes,Robert John,50.0,50.0,5.0
1980-01-02,Lost Her In The Sun,John Stewart,51.0,51.0,5.0
1980-01-02,Dig The Gold,Joyce Cobb,52.0,52.0,7.0
1980-01-02,Last Train To London,Electric Light Orchestra,53.0,53.0,5.0
1980-01-02,September Morn',Neil Diamond,54.0,54.0,3.0
1980-01-02,Money,The Flying Lizards,55.0,55.0,6.0
1980-01-02,Daydream Believer,Anne Murray,56.0,56.0,3.0
1980-01-02,Move Your Boogie Body,Bar-Kays,57.0,57.0,5.0
1980-01-02,Wonderland,Commodores,58.0,58.0,4.0
1980-01-02,An American Dream,The Dirt Band,59.0,59.0,5.0
1980-01-02,Dirty Water,The Inmates,60.0,60.0,5.0
1980-01-02,Looks Like Love Again,Dann Rogers,61.0,61.0,4.0
1980-01-02,"Working My Way Back To You/Forgive Me, Girl",The Spinners,62.0,62.0,4.0
1980-01-02,Glide,Pleasure,63.0,63.0,5.0
1980-01-02,Ships,Barry Manilow,9.0,64.0,13.0
1980-01-02,Heartbreaker,Pat Benatar,65.0,65.0,3.0
1980-01-02,When I Wanted You,Barry Manilow,66.0,66.0,4.0
1980-01-02,Longer,Dan Fogelberg,67.0,67.0,4.0
1980-01-02,Stargazer,Peter Brown,68.0,68.0,4.0
1980-01-02,I Need A Lover,John Cougar,28.0,69.0,13.0
1980-01-02,Memorize Your Number,Leif Garrett,70.0,70.0,4.0
1980-01-02,Star,"Earth, Wind & Fire",71.0,71.0,3.0
1980-01-02,Can We Still Be Friends,Robert Palmer,72.0,72.0,3.0
1980-01-02,99,Toto,73.0,73.0,3.0
1980-01-02,The Second Time Around,Shalamar,74.0,74.0,5.0
1980-01-02,You're Gonna Get What's Coming,Bonnie Raitt,75.0,75.0,5.0
1980-01-02,I Don't Want To Talk About It,Rod Stewart,76.0,76.0,3.0
1980-01-02,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,77.0,77.0,3.0
1980-01-02,Shooting Star,Dollar,78.0,78.0,3.0
1980-01-02,Don't Make Me Over,Jennifer Warnes,79.0,79.0,3.0
1980-01-02,Volcano,Jimmy Buffett,80.0,80.0,3.0
1980-01-02,I'm Alive,Gamma,81.0,81.0,1.0
1980-01-02,Broken Hearted Me,Anne Murray,12.0,82.0,16.0
1980-01-02,Flirtin' With Disaster,Molly Hatchet,83.0,83.0,1.0
1980-01-02,Video Killed The Radio Star,The Buggles,40.0,84.0,9.0
1980-01-02,Make Believe It's Your First Time,Bobby Vinton,85.0,85.0,1.0
1980-01-02,Goodnight My Love,Mike Pinera,86.0,86.0,1.0
1980-01-02,I Still Have Dreams,Richie Furay,39.0,87.0,11.0
1980-01-02,Love Pains,Yvonne Elliman,34.0,88.0,13.0
1980-01-02,I Call Your Name,Switch,89.0,89.0,10.0
1980-01-02,Let Me Sleep Alone,Cugini,90.0,90.0,3.0
1980-01-02,With You I'm Born Again,Billy Preston & Syreeta,91.0,91.0,5.0
1980-01-02,Holdin' On For Dear Love,Lobo,92.0,92.0,3.0
1980-01-02,Bad Times,Tavares,93.0,93.0,1.0
1980-01-02,Since You Been Gone,Rainbow,57.0,94.0,8.0
1980-01-02,Rainbow Connection,Kermit (Jim Henson),25.0,95.0,17.0
1980-01-02,Rise,Herb Alpert,1.0,96.0,24.0
1980-01-02,You Decorated My Life,Kenny Rogers,7.0,97.0,18.0
1980-01-02,Dim All The Lights,Donna Summer,2.0,98.0,20.0
1980-01-02,Tusk,Fleetwood Mac,8.0,99.0,14.0
1980-01-02,Message In A Bottle,The Police,74.0,100.0,7.0
1980-01-09,Escape (The Pina Colada Song),Rupert Holmes,1.0,1.0,13.0
1980-01-09,Rock With You,Michael Jackson,2.0,2.0,11.0
1980-01-09,Do That To Me One More Time,Captain & Tennille,3.0,3.0,13.0
1980-01-09,Send One Your Love,Stevie Wonder,4.0,4.0,11.0
1980-01-09,Please Don't Go,KC And The Sunshine Band,1.0,5.0,21.0
1980-01-09,Still,Commodores,1.0,6.0,16.0
1980-01-09,Coward Of The County,Kenny Rogers,7.0,7.0,9.0
1980-01-09,Ladies Night,Kool & The Gang,8.0,8.0,15.0
1980-01-09,We Don't Talk Anymore,Cliff Richard,9.0,9.0,13.0
1980-01-09,Babe,Styx,1.0,10.0,15.0
1980-01-09,Cool Change,Little River Band,11.0,11.0,13.0
1980-01-09,Cruisin',Smokey Robinson,12.0,12.0,15.0
1980-01-09,The Long Run,Eagles,13.0,13.0,6.0
1980-01-09,Better Love Next Time,Dr. Hook,14.0,14.0,14.0
1980-01-09,Jane,Jefferson Starship,15.0,15.0,11.0
1980-01-09,I Wanna Be Your Lover,Prince,16.0,16.0,8.0
1980-01-09,This Is It,Kenny Loggins,17.0,17.0,13.0
1980-01-09,Head Games,Foreigner,14.0,18.0,10.0
1980-01-09,Don't Do Me Like That,Tom Petty And The Heartbreakers,19.0,19.0,9.0
1980-01-09,Sara,Fleetwood Mac,20.0,20.0,5.0
1980-01-09,Wait For Me,Daryl Hall John Oates,21.0,21.0,12.0
1980-01-09,Don't Let Go,Isaac Hayes,22.0,22.0,12.0
1980-01-09,You're Only Lonely,J.D. Souther,7.0,23.0,19.0
1980-01-09,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1.0,24.0,13.0
1980-01-09,I Want You Tonight,Pablo Cruise,19.0,25.0,14.0
1980-01-09,Third Time Lucky (First Time I Was A Fool),Foghat,26.0,26.0,9.0
1980-01-09,Deja Vu,Dionne Warwick,27.0,27.0,10.0
1980-01-09,"Yes, I'm Ready",Teri DeSario With K.C.,28.0,28.0,9.0
1980-01-09,Chiquitita,ABBA,29.0,29.0,10.0
1980-01-09,Crazy Little Thing Called Love,Queen,30.0,30.0,4.0
1980-01-09,Romeo's Tune,Steve Forbert,31.0,31.0,7.0
1980-01-09,Rotation,Herb Alpert,32.0,32.0,9.0
1980-01-09,An American Dream,The Dirt Band,33.0,33.0,6.0
1980-01-09,Savannah Nights,Tom Johnston,34.0,34.0,9.0
1980-01-09,Take The Long Way Home,Supertramp,10.0,35.0,14.0
1980-01-09,Rapper's Delight,Sugarhill Gang,36.0,36.0,10.0
1980-01-09,Forever Mine,The O'Jays,37.0,37.0,8.0
1980-01-09,I'd Rather Leave While I'm In Love,Rita Coolidge,38.0,38.0,9.0
1980-01-09,"Train, Train",Blackfoot,38.0,39.0,13.0
1980-01-09,Fool In The Rain,Led Zeppelin,40.0,40.0,4.0
1980-01-09,Voices,Cheap Trick,41.0,41.0,6.0
1980-01-09,Why Me,Styx,42.0,42.0,5.0
1980-01-09,You Know That I Love You,Santana,43.0,43.0,8.0
1980-01-09,Do You Love What You Feel,Rufus And Chaka Khan,44.0,44.0,8.0
1980-01-09,She's In Love With You,Suzi Quatro,45.0,45.0,8.0
1980-01-09,Daydream Believer,Anne Murray,46.0,46.0,4.0
1980-01-09,Damned If I Do,The Alan Parsons Project,27.0,47.0,16.0
1980-01-09,Lonely Eyes,Robert John,48.0,48.0,6.0
1980-01-09,Lost Her In The Sun,John Stewart,49.0,49.0,6.0
1980-01-09,Last Train To London,Electric Light Orchestra,50.0,50.0,6.0
1980-01-09,September Morn',Neil Diamond,51.0,51.0,4.0
1980-01-09,Dig The Gold,Joyce Cobb,52.0,52.0,8.0
1980-01-09,Money,The Flying Lizards,53.0,53.0,7.0
1980-01-09,Wonderland,Commodores,54.0,54.0,5.0
1980-01-09,Longer,Dan Fogelberg,55.0,55.0,5.0
1980-01-09,Dirty Water,The Inmates,56.0,56.0,6.0
1980-01-09,Move Your Boogie Body,Bar-Kays,57.0,57.0,6.0
1980-01-09,"Working My Way Back To You/Forgive Me, Girl",The Spinners,58.0,58.0,5.0
1980-01-09,Pop Muzik,M,1.0,59.0,23.0
1980-01-09,Looks Like Love Again,Dann Rogers,60.0,60.0,5.0
1980-01-09,When I Wanted You,Barry Manilow,61.0,61.0,5.0
1980-01-09,Stargazer,Peter Brown,62.0,62.0,5.0
1980-01-09,Glide,Pleasure,63.0,63.0,6.0
1980-01-09,Heartbreaker,Pat Benatar,64.0,64.0,4.0
1980-01-09,99,Toto,65.0,65.0,4.0
1980-01-09,Memorize Your Number,Leif Garrett,66.0,66.0,5.0
1980-01-09,The Second Time Around,Shalamar,67.0,67.0,6.0
1980-01-09,Star,"Earth, Wind & Fire",68.0,68.0,4.0
1980-01-09,I Need A Lover,John Cougar,28.0,69.0,14.0
1980-01-09,Can We Still Be Friends,Robert Palmer,70.0,70.0,4.0
1980-01-09,I Don't Want To Talk About It,Rod Stewart,71.0,71.0,4.0
1980-01-09,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,72.0,72.0,4.0
1980-01-09,You're Gonna Get What's Coming,Bonnie Raitt,73.0,73.0,6.0
1980-01-09,Volcano,Jimmy Buffett,74.0,74.0,4.0
1980-01-09,Shooting Star,Dollar,75.0,75.0,4.0
1980-01-09,Flirtin' With Disaster,Molly Hatchet,76.0,76.0,2.0
1980-01-09,Don't Make Me Over,Jennifer Warnes,77.0,77.0,4.0
1980-01-09,Make Believe It's Your First Time,Bobby Vinton,78.0,78.0,2.0
1980-01-09,Goodnight My Love,Mike Pinera,79.0,79.0,2.0
1980-01-09,I'm Alive,Gamma,80.0,80.0,2.0
1980-01-09,Too Late,Journey,81.0,81.0,1.0
1980-01-09,"Let Me Go, Love",Nicolette Larson & Michael McDonald,82.0,82.0,1.0
1980-01-09,Video Killed The Radio Star,The Buggles,40.0,83.0,10.0
1980-01-09,Remember (Walking In The Sand),Aerosmith,84.0,84.0,1.0
1980-01-09,Half The Way,Crystal Gayle,15.0,85.0,16.0
1980-01-09,On The Radio,Donna Summer,86.0,86.0,1.0
1980-01-09,I Call Your Name,Switch,87.0,87.0,11.0
1980-01-09,Let Me Sleep Alone,Cugini,88.0,88.0,4.0
1980-01-09,Holdin' On For Dear Love,Lobo,89.0,89.0,4.0
1980-01-09,Kiss Me In The Rain,Barbra Streisand,90.0,90.0,1.0
1980-01-09,With You I'm Born Again,Billy Preston & Syreeta,91.0,91.0,6.0
1980-01-09,Broken Hearted Me,Anne Murray,12.0,92.0,17.0
1980-01-09,Trust Me,Cindy Bullens,93.0,93.0,1.0
1980-01-09,Rise,Herb Alpert,1.0,94.0,25.0
1980-01-09,Bad Times,Tavares,93.0,95.0,2.0
1980-01-09,Takin' It Back,Breathless,96.0,96.0,1.0
1980-01-09,Tusk,Fleetwood Mac,8.0,97.0,15.0
1980-01-09,Dim All The Lights,Donna Summer,2.0,98.0,21.0
1980-01-09,Heartache Tonight,Eagles,1.0,99.0,15.0
1980-01-09,Ships,Barry Manilow,9.0,100.0,14.0
1980-01-16,Rock With You,Michael Jackson,1.0,1.0,12.0
1980-01-16,Do That To Me One More Time,Captain & Tennille,2.0,2.0,14.0
1980-01-16,Escape (The Pina Colada Song),Rupert Holmes,1.0,3.0,14.0
1980-01-16,Coward Of The County,Kenny Rogers,4.0,4.0,10.0
1980-01-16,Send One Your Love,Stevie Wonder,4.0,5.0,12.0
1980-01-16,Cruisin',Smokey Robinson,6.0,6.0,16.0
1980-01-16,We Don't Talk Anymore,Cliff Richard,7.0,7.0,14.0
1980-01-16,Ladies Night,Kool & The Gang,8.0,8.0,16.0
1980-01-16,Please Don't Go,KC And The Sunshine Band,1.0,9.0,22.0
1980-01-16,Cool Change,Little River Band,10.0,10.0,14.0
1980-01-16,The Long Run,Eagles,11.0,11.0,7.0
1980-01-16,Better Love Next Time,Dr. Hook,12.0,12.0,15.0
1980-01-16,I Wanna Be Your Lover,Prince,13.0,13.0,9.0
1980-01-16,Jane,Jefferson Starship,14.0,14.0,12.0
1980-01-16,Sara,Fleetwood Mac,15.0,15.0,6.0
1980-01-16,This Is It,Kenny Loggins,16.0,16.0,14.0
1980-01-16,Don't Do Me Like That,Tom Petty And The Heartbreakers,17.0,17.0,10.0
1980-01-16,Crazy Little Thing Called Love,Queen,18.0,18.0,5.0
1980-01-16,Wait For Me,Daryl Hall John Oates,19.0,19.0,13.0
1980-01-16,Don't Let Go,Isaac Hayes,20.0,20.0,13.0
1980-01-16,Deja Vu,Dionne Warwick,21.0,21.0,11.0
1980-01-16,Still,Commodores,1.0,22.0,17.0
1980-01-16,Babe,Styx,1.0,23.0,16.0
1980-01-16,"Yes, I'm Ready",Teri DeSario With K.C.,24.0,24.0,10.0
1980-01-16,Romeo's Tune,Steve Forbert,25.0,25.0,8.0
1980-01-16,Third Time Lucky (First Time I Was A Fool),Foghat,26.0,26.0,10.0
1980-01-16,Head Games,Foreigner,14.0,27.0,11.0
1980-01-16,Daydream Believer,Anne Murray,28.0,28.0,5.0
1980-01-16,An American Dream,The Dirt Band,29.0,29.0,7.0
1980-01-16,Rotation,Herb Alpert,30.0,30.0,10.0
1980-01-16,Fool In The Rain,Led Zeppelin,31.0,31.0,5.0
1980-01-16,Why Me,Styx,32.0,32.0,6.0
1980-01-16,Forever Mine,The O'Jays,33.0,33.0,9.0
1980-01-16,Savannah Nights,Tom Johnston,34.0,34.0,10.0
1980-01-16,Longer,Dan Fogelberg,35.0,35.0,6.0
1980-01-16,You Know That I Love You,Santana,36.0,36.0,9.0
1980-01-16,Voices,Cheap Trick,37.0,37.0,7.0
1980-01-16,No More Tears (Enough Is Enough),Barbra Streisand/Donna Summer,1.0,38.0,14.0
1980-01-16,September Morn',Neil Diamond,39.0,39.0,5.0
1980-01-16,Do You Love What You Feel,Rufus And Chaka Khan,40.0,40.0,9.0
1980-01-16,She's In Love With You,Suzi Quatro,41.0,41.0,9.0
1980-01-16,Wonderland,Commodores,42.0,42.0,6.0
1980-01-16,Lost Her In The Sun,John Stewart,43.0,43.0,7.0
1980-01-16,Last Train To London,Electric Light Orchestra,44.0,44.0,7.0
1980-01-16,Dig The Gold,Joyce Cobb,45.0,45.0,9.0
1980-01-16,Lonely Eyes,Robert John,46.0,46.0,7.0
1980-01-16,You're Only Lonely,J.D. Souther,7.0,47.0,20.0
1980-01-16,"Working My Way Back To You/Forgive Me, Girl",The Spinners,48.0,48.0,6.0
1980-01-16,On The Radio,Donna Summer,49.0,49.0,2.0
1980-01-16,Money,The Flying Lizards,50.0,50.0,8.0
1980-01-16,Dirty Water,The Inmates,51.0,51.0,7.0
1980-01-16,Looks Like Love Again,Dann Rogers,52.0,52.0,6.0
1980-01-16,When I Wanted You,Barry Manilow,53.0,53.0,6.0
1980-01-16,Heartbreaker,Pat Benatar,54.0,54.0,5.0
1980-01-16,99,Toto,55.0,55.0,5.0
1980-01-16,The Second Time Around,Shalamar,56.0,56.0,7.0
1980-01-16,I Don't Want To Talk About It,Rod Stewart,57.0,57.0,5.0
1980-01-16,I Want You Tonight,Pablo Cruise,19.0,58.0,15.0
1980-01-16,Stargazer,Peter Brown,59.0,59.0,6.0
1980-01-16,Glide,Pleasure,60.0,60.0,7.0
1980-01-16,Can We Still Be Friends,Robert Palmer,61.0,61.0,5.0
1980-01-16,Memorize Your Number,Leif Garrett,62.0,62.0,6.0
1980-01-16,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,63.0,63.0,5.0
1980-01-16,Star,"Earth, Wind & Fire",64.0,64.0,5.0
1980-01-16,Chiquitita,ABBA,29.0,65.0,11.0
1980-01-16,Volcano,Jimmy Buffett,66.0,66.0,5.0
1980-01-16,Don't Make Me Over,Jennifer Warnes,67.0,67.0,5.0
1980-01-16,Flirtin' With Disaster,Molly Hatchet,68.0,68.0,3.0
1980-01-16,"Let Me Go, Love",Nicolette Larson & Michael McDonald,69.0,69.0,2.0
1980-01-16,I'm Alive,Gamma,70.0,70.0,3.0
1980-01-16,Too Late,Journey,71.0,71.0,2.0
1980-01-16,Him,Rupert Holmes,72.0,72.0,1.0
1980-01-16,Remember (Walking In The Sand),Aerosmith,73.0,73.0,2.0
1980-01-16,Shooting Star,Dollar,74.0,74.0,5.0
1980-01-16,Goodnight My Love,Mike Pinera,75.0,75.0,3.0
1980-01-16,Too Hot,Kool & The Gang,76.0,76.0,1.0
1980-01-16,Another Brick In The Wall (Part II),Pink Floyd,77.0,77.0,1.0
1980-01-16,Make Believe It's Your First Time,Bobby Vinton,78.0,78.0,3.0
1980-01-16,Kiss Me In The Rain,Barbra Streisand,79.0,79.0,2.0
1980-01-16,When A Man Loves A Woman,Bette Midler,80.0,80.0,1.0
1980-01-16,I Thank You,ZZ Top,81.0,81.0,1.0
1980-01-16,Bad Times,Tavares,82.0,82.0,3.0
1980-01-16,I Wish I Was Eighteen Again,George Burns,83.0,83.0,1.0
1980-01-16,Holdin' On For Dear Love,Lobo,84.0,84.0,5.0
1980-01-16,Got To Love Somebody,Sister Sledge,85.0,85.0,1.0
1980-01-16,I Call Your Name,Switch,86.0,86.0,12.0
1980-01-16,Back On My Feet Again,The Babys,87.0,87.0,1.0
1980-01-16,With You I'm Born Again,Billy Preston & Syreeta,88.0,88.0,7.0
1980-01-16,Give It All You Got,Chuck Mangione,89.0,89.0,1.0
1980-01-16,I Pledge My Love,Peaches & Herb,90.0,90.0,1.0
1980-01-16,Trust Me,Cindy Bullens,91.0,91.0,2.0
1980-01-16,Takin' It Back,Breathless,92.0,92.0,2.0
1980-01-16,I Don't Want To Be Lonely,Dana Valery,93.0,93.0,1.0
1980-01-16,Take The Long Way Home,Supertramp,10.0,94.0,15.0
1980-01-16,Rapper's Delight,Sugarhill Gang,36.0,95.0,11.0
1980-01-16,I'd Rather Leave While I'm In Love,Rita Coolidge,38.0,96.0,10.0
1980-01-16,Damned If I Do,The Alan Parsons Project,27.0,97.0,17.0
1980-01-16,Move Your Boogie Body,Bar-Kays,57.0,98.0,7.0
1980-01-16,"Train, Train",Blackfoot,38.0,99.0,14.0
1980-01-16,Pop Muzik,M,1.0,100.0,24.0
1980-01-23,Rock With You,Michael Jackson,1.0,1.0,13.0
1980-01-23,Do That To Me One More Time,Captain & Tennille,2.0,2.0,15.0
1980-01-23,Coward Of The County,Kenny Rogers,3.0,3.0,11.0
1980-01-23,Escape (The Pina Colada Song),Rupert Holmes,1.0,4.0,15.0
1980-01-23,Cruisin',Smokey Robinson,5.0,5.0,17.0
1980-01-23,Send One Your Love,Stevie Wonder,4.0,6.0,13.0
1980-01-23,We Don't Talk Anymore,Cliff Richard,7.0,7.0,15.0
1980-01-23,Crazy Little Thing Called Love,Queen,8.0,8.0,6.0
1980-01-23,The Long Run,Eagles,9.0,9.0,8.0
1980-01-23,Sara,Fleetwood Mac,10.0,10.0,7.0
1980-01-23,I Wanna Be Your Lover,Prince,11.0,11.0,10.0
1980-01-23,Better Love Next Time,Dr. Hook,12.0,12.0,16.0
1980-01-23,Ladies Night,Kool & The Gang,8.0,13.0,17.0
1980-01-23,Don't Do Me Like That,Tom Petty And The Heartbreakers,14.0,14.0,11.0
1980-01-23,This Is It,Kenny Loggins,15.0,15.0,15.0
1980-01-23,"Yes, I'm Ready",Teri DeSario With K.C.,16.0,16.0,11.0
1980-01-23,Deja Vu,Dionne Warwick,17.0,17.0,12.0
1980-01-23,Wait For Me,Daryl Hall John Oates,18.0,18.0,14.0
1980-01-23,Don't Let Go,Isaac Hayes,19.0,19.0,14.0
1980-01-23,Please Don't Go,KC And The Sunshine Band,1.0,20.0,23.0
1980-01-23,Romeo's Tune,Steve Forbert,21.0,21.0,9.0
1980-01-23,Daydream Believer,Anne Murray,22.0,22.0,6.0
1980-01-23,Third Time Lucky (First Time I Was A Fool),Foghat,23.0,23.0,11.0
1980-01-23,An American Dream,The Dirt Band,24.0,24.0,8.0
1980-01-23,Longer,Dan Fogelberg,25.0,25.0,7.0
1980-01-23,Fool In The Rain,Led Zeppelin,26.0,26.0,6.0
1980-01-23,Why Me,Styx,27.0,27.0,7.0
1980-01-23,Jane,Jefferson Starship,14.0,28.0,13.0
1980-01-23,Forever Mine,The O'Jays,29.0,29.0,10.0
1980-01-23,Rotation,Herb Alpert,30.0,30.0,11.0
1980-01-23,September Morn',Neil Diamond,31.0,31.0,6.0
1980-01-23,Cool Change,Little River Band,10.0,32.0,15.0
1980-01-23,Voices,Cheap Trick,33.0,33.0,8.0
1980-01-23,Do You Love What You Feel,Rufus And Chaka Khan,34.0,34.0,10.0
1980-01-23,On The Radio,Donna Summer,35.0,35.0,3.0
1980-01-23,You Know That I Love You,Santana,36.0,36.0,10.0
1980-01-23,"Working My Way Back To You/Forgive Me, Girl",The Spinners,37.0,37.0,7.0
1980-01-23,Wonderland,Commodores,38.0,38.0,7.0
1980-01-23,Lost Her In The Sun,John Stewart,39.0,39.0,8.0
1980-01-23,Last Train To London,Electric Light Orchestra,40.0,40.0,8.0
1980-01-23,She's In Love With You,Suzi Quatro,41.0,41.0,10.0
1980-01-23,Lonely Eyes,Robert John,42.0,42.0,8.0
1980-01-23,Dig The Gold,Joyce Cobb,43.0,43.0,10.0
1980-01-23,Desire,Andy Gibb,44.0,44.0,1.0
1980-01-23,The Second Time Around,Shalamar,45.0,45.0,8.0
1980-01-23,When I Wanted You,Barry Manilow,46.0,46.0,7.0
1980-01-23,Looks Like Love Again,Dann Rogers,47.0,47.0,7.0
1980-01-23,Heartbreaker,Pat Benatar,48.0,48.0,6.0
1980-01-23,99,Toto,49.0,49.0,6.0
1980-01-23,Babe,Styx,1.0,50.0,17.0
1980-01-23,Dirty Water,The Inmates,51.0,51.0,8.0
1980-01-23,I Don't Want To Talk About It,Rod Stewart,52.0,52.0,6.0
1980-01-23,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Bonnie Pointer,53.0,53.0,6.0
1980-01-23,Can We Still Be Friends,Robert Palmer,54.0,54.0,6.0
1980-01-23,Glide,Pleasure,55.0,55.0,8.0
1980-01-23,Him,Rupert Holmes,56.0,56.0,2.0
1980-01-23,Still,Commodores,1.0,57.0,18.0
1980-01-23,Head Games,Foreigner,14.0,58.0,12.0
1980-01-23,"Let Me Go, Love",Nicolette Larson & Michael McDonald,59.0,59.0,3.0
1980-01-23,Memorize Your Number,Leif Garrett,60.0,60.0,7.0
1980-01-23,Flirtin' With Disaster,Molly Hatchet,61.0,61.0,4.0
1980-01-23,I'm Alive,Gamma,62.0,62.0,4.0
1980-01-23,Refugee,Tom Petty And The Heartbreakers,63.0,63.0,1.0
1980-01-23,Another Brick In The Wall (Part II),Pink Floyd,64.0,64.0,2.0
1980-01-23,Too Hot,Kool & The Gang,65.0,65.0,2.0
1980-01-23,Volcano,Jimmy Buffett,66.0,66.0,6.0
1980-01-23,Don't Make Me Over,Jennifer Warnes,67.0,67.0,6.0
1980-01-23,When A Man Loves A Woman,Bette Midler,68.0,68.0,2.0
1980-01-23,Kiss Me In The Rain,Barbra Streisand,69.0,69.0,3.0
1980-01-23,Too Late,Journey,70.0,70.0,3.0
1980-01-23,Remember (Walking In The Sand),Aerosmith,71.0,71.0,3.0
1980-01-23,I Thank You,ZZ Top,72.0,72.0,2.0
1980-01-23,Bad Times,Tavares,73.0,73.0,4.0
1980-01-23,Goodnight My Love,Mike Pinera,74.0,74.0,4.0
1980-01-23,Holdin' On For Dear Love,Lobo,75.0,75.0,6.0
1980-01-23,Got To Love Somebody,Sister Sledge,76.0,76.0,2.0
1980-01-23,Back On My Feet Again,The Babys,77.0,77.0,2.0
1980-01-23,With You I'm Born Again,Billy Preston & Syreeta,78.0,78.0,8.0
1980-01-23,Give It All You Got,Chuck Mangione,79.0,79.0,2.0
1980-01-23,I Pledge My Love,Peaches & Herb,80.0,80.0,2.0
1980-01-23,I Wish I Was Eighteen Again,George Burns,81.0,81.0,2.0
1980-01-23,Three Times In Love,Tommy James,82.0,82.0,1.0
1980-01-23,I Call Your Name,Switch,83.0,83.0,13.0
1980-01-23,Savannah Nights,Tom Johnston,34.0,84.0,11.0
1980-01-23,Stargazer,Peter Brown,59.0,85.0,7.0
1980-01-23,Haven't You Heard,Patrice Rushen,86.0,86.0,1.0
1980-01-23,Shooting Star,Dollar,74.0,87.0,6.0
1980-01-23,You Might Need Somebody,Turley Richards,88.0,88.0,1.0
1980-01-23,Special Lady,"Ray, Goodman & Brown",89.0,89.0,1.0
1980-01-23,Trust Me,Cindy Bullens,90.0,90.0,3.0
1980-01-23,I Don't Want To Be Lonely,Dana Valery,91.0,91.0,2.0
1980-01-23,Takin' It Back,Breathless,92.0,92.0,3.0
1980-01-23,Money,The Flying Lizards,50.0,93.0,9.0
