title,artist,weeks,peak_rank,date,peak_year
When The Ship Comes In,"Peter, Paul & Mary",3.0,91.0,1965-05-12,1965
When The Snow Is On The Roses,Ed Ames,2.0,98.0,1967-09-27,1967
When Tomorrow Comes,Carla Thomas,1.0,99.0,1967-05-03,1967
When We Get Married,The Dreamlovers,12.0,10.0,1961-07-26,1961
When Will I Be Loved,The Everly Brothers,13.0,8.0,1960-05-25,1960
When Will I Know,George Hamilton IV,4.0,65.0,1958-08-20,1958
When You Dance,Jay & The Americans,5.0,70.0,1969-04-02,1969
When You Loved Me,Brenda Lee,7.0,47.0,1964-08-05,1964
When You Walk In The Room,Jackie DeShannon,7.0,35.0,1964-01-22,1964
When You Wish Upon A Star,Dion & The Belmonts,9.0,30.0,1960-04-20,1960
When You're Gone,Brenda & The Tabulations,7.0,58.0,1967-11-01,1967
When You're Young And In Love,Ruby And The Romantics,10.0,23.0,1967-04-19,1967
Whenever A Teenager Cries,Reparata And The Delrons,9.0,60.0,1965-01-06,1965
Whenever He Holds You,Bobby Goldsboro,8.0,39.0,1964-04-15,1964
Whenever She Holds You,Patty Duke,5.0,64.0,1966-02-23,1966
Where,The Platters,9.0,44.0,1959-09-02,1959
Where Am I Going?,Barbra Streisand,2.0,94.0,1966-02-16,1966
Where Are You,Frankie Avalon,12.0,32.0,1960-06-08,1960
Where Did I Go Wrong,Dee Dee Sharp,4.0,82.0,1964-01-29,1964
Where Did Our Love Go,The Supremes,14.0,1.0,1964-07-08,1964
Where Did The Good Times Go,Dick and DeeDee,1.0,93.0,1963-10-02,1963
Where Do I Go,Carla Thomas,2.0,86.0,1968-10-16,1968
Where Do I Go/Be-In/Hare Krishna,The Happenings,6.0,66.0,1969-07-09,1969
Where Do You Come From,Elvis Presley With The Jordanaires,1.0,99.0,1962-10-24,1962
Where Do You Go,Cher,7.0,25.0,1965-10-13,1965
Where Do You Go To (My Lovely),Peter Sarstedt,6.0,70.0,1969-04-02,1969
Where Does Love Go,Freddie Scott,7.0,82.0,1964-03-11,1964
Where Have All The Flowers Gone,The Kingston Trio,14.0,21.0,1962-01-17,1962
Where Have You Been (All My Life),Arthur Alexander,8.0,58.0,1962-05-23,1962
Where I Fell In Love,The Capris,4.0,74.0,1961-03-22,1961
Where Is My Mind,The Vanilla Fudge,6.0,73.0,1968-02-07,1968
Where Is The Party,Helena Ferguson,5.0,90.0,1967-11-08,1967
Where Love Has Gone,Jack Jones,6.0,62.0,1964-08-12,1964
Where Or When,Dion & The Belmonts,16.0,3.0,1963-12-25,1963
Where The Blue Of The Night,Tommy Mara,4.0,76.0,1958-08-13,1958
Where The Boys Are,Connie Francis,15.0,4.0,1961-01-11,1961
Where The Sun Has Never Shone,Jonathan King,2.0,97.0,1966-01-12,1966
Where Were You (On Our Wedding Day)?,Lloyd Price,11.0,23.0,1959-02-25,1959
Where Were You When I Needed You,Jerry Vale,9.0,28.0,1965-08-04,1965
Where Will The Words Come From,Gary Lewis And The Playboys,9.0,21.0,1966-12-14,1966
Where's The Playground Susie,Glen Campbell,8.0,26.0,1969-04-30,1969
While You're Out Looking For Sugar?,The Honey Cone,8.0,62.0,1969-06-25,1969
Whip It On Me,Jessie Hill,1.0,91.0,1960-07-20,1960
Whipped Cream,Herb Alpert's Tijuana Brass,10.0,68.0,1965-02-17,1965
Whispering,Nino Tempo & April Stevens,9.0,11.0,1963-12-18,1963
Whispers (Gettin' Louder),Jackie Wilson,12.0,11.0,1966-10-12,1966
White Bucks And Saddle Shoes,"Bobby Pedrick, Jr.",4.0,74.0,1958-11-05,1958
White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,13.0,12.0,1960-12-14,1960
White Houses,Eric Burdon & The Animals,8.0,67.0,1968-11-20,1968
White Lightning,George Jones,5.0,73.0,1959-04-29,1959
White On White,Danny Williams,14.0,9.0,1964-03-04,1964
White Rabbit,Jefferson Airplane,10.0,8.0,1967-06-21,1967
White Room,Cream,11.0,6.0,1968-10-02,1968
White Silver Sands,Bill Black's Combo,14.0,9.0,1960-03-02,1960
Who Am I,Petula Clark,7.0,21.0,1966-10-19,1966
Who Are They To Say,The DeCastro Sisters,1.0,99.0,1958-08-13,1958
Who Can I Count On,Patsy Cline,1.0,99.0,1961-10-18,1961
Who Can I Turn To,Dionne Warwick,6.0,62.0,1965-02-24,1965
Who Can I Turn To (When Nobody Needs Me),Tony Bennett,10.0,33.0,1964-09-30,1964
Who Cares,Don Gibson,9.0,43.0,1959-01-14,1959
Who Do You Love,The Sapphires,12.0,25.0,1964-01-08,1964
Who Do You Think You Are,The Shindogs,1.0,91.0,1966-08-31,1966
Who Else But You,Frankie Avalon,2.0,82.0,1961-05-24,1961
Who Is Gonna Love Me?,Dionne Warwick,9.0,33.0,1968-08-21,1968
"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,12.0,7.0,1961-08-02,1961
Who Shot Sam,George Jones,3.0,93.0,1959-07-22,1959
Who Stole The Keeshka?,The Matys Bros.,9.0,55.0,1963-01-16,1963
Who Will Answer?,Ed Ames,8.0,19.0,1967-12-13,1967
Who Will The Next Fool Be,Bobby Bland,4.0,76.0,1962-03-28,1962
Who'll Be The Next In Line,The Kinks,7.0,34.0,1965-08-11,1965
Who's Afraid Of Virginia Woolf? (Part I),Jimmy Smith,5.0,72.0,1964-04-22,1964
Who's Been Sleeping In My Bed?,Linda Scott,1.0,100.0,1964-01-22,1964
Who's Cheating Who?,Little Milton,7.0,43.0,1965-06-09,1965
Who's Lovin' You,Brenda & The Tabulations,6.0,66.0,1967-06-07,1967
Who's Making Love,Johnnie Taylor,14.0,5.0,1969-02-26,1969
Who's That Knocking,The Genies,6.0,71.0,1959-03-25,1959
Whole Lot Of Shakin' Going On,Conway Twitty,5.0,55.0,1960-10-26,1960
Whole Lot Of Shakin' In My Heart (Since I Met You),The Miracles,8.0,46.0,1966-06-15,1966
Whole Lotta Love,Led Zeppelin,7.0,6.0,1969-11-19,1969
Whole Lotta Loving,Fats Domino,15.0,6.0,1958-11-12,1958
Whole Lotta Shakin' Goin' On,Chubby Checker,8.0,42.0,1960-10-05,1960
Whole Lotta Woman,Arthur Conley,3.0,73.0,1967-11-01,1967
Whose Heart Are You Breaking Tonight,Connie Francis,7.0,43.0,1965-01-20,1965
Why,Frankie Avalon,16.0,1.0,1959-11-18,1959
Why (Am I Treated So Bad),The Sweet Inspirations,5.0,57.0,1967-06-14,1967
Why (Doncha Be My Girl),The Chartbusters,2.0,92.0,1964-11-11,1964
Why Can't You Bring Me Home,Jay & The Americans,6.0,63.0,1966-02-16,1966
Why Did I Choose You,Barbra Streisand,5.0,77.0,1965-03-31,1965
Why Did You Leave Me?,Vince Edwards,6.0,68.0,1962-07-04,1962
Why Do Fools Fall In Love,The Happenings,6.0,41.0,1967-09-20,1967
Why Do I Love You So,Johnny Tillotson,14.0,42.0,1960-01-13,1960
Why Do Kids Grow Up,Randy & The Rainbows,2.0,97.0,1963-12-11,1963
Why Do Lovers Break Each Other's Heart?,Bob B. Soxx And The Blue Jeans,9.0,38.0,1963-02-13,1963
Why Don't You Believe Me,The Duprees featuring Joey Vann,7.0,37.0,1963-08-21,1963
Why I Sing The Blues,B.B. King,10.0,61.0,1969-05-14,1969
Why I'm Walkin',Stonewall Jackson,3.0,83.0,1960-03-23,1960
Why Is The Wine Sweeter (On The Other Side),Eddie Floyd,2.0,98.0,1969-10-29,1969
Why Not Now,Matt Monro,3.0,92.0,1961-10-11,1961
Why Not Tonight,Jimmy Hughes,2.0,90.0,1967-03-15,1967
Why Pick On Me,The Standells,7.0,54.0,1966-10-19,1966
Why'd You Wanna Make Me Cry,Connie Stevens,11.0,52.0,1962-05-02,1962
Why? (Am I Treated So Bad),Cannonball Adderley,5.0,73.0,1967-05-31,1967
Wichita Lineman,Glen Campbell,15.0,3.0,1969-11-26,1969
Wicked Ruby,Danny Zella and his Zell Rocks,5.0,71.0,1959-01-21,1959
Wiederseh'n,Al Martino,4.0,57.0,1966-05-25,1966
Wiggle Wobble,Les Cooper and the Soul Rockers,16.0,22.0,1962-10-03,1962
"Wiggle, Wiggle",The Accents,12.0,51.0,1958-12-17,1958
Wild Honey,The Beach Boys,6.0,31.0,1967-11-01,1967
Wild In The Country,Elvis Presley With The Jordanaires,5.0,26.0,1961-05-31,1961
Wild One,Bobby Rydell,16.0,2.0,1960-01-27,1960
Wild Thing,The Troggs,11.0,1.0,1967-01-04,1967
Wild Weekend,The Rebels,17.0,8.0,1962-12-26,1962
Wild!,Dee Dee Sharp,9.0,33.0,1963-10-02,1963
Wildwood Days,Bobby Rydell,9.0,17.0,1963-05-08,1963
Will Power,The Cookies,5.0,72.0,1963-07-03,1963
Will You Be Staying After Sunday,The Peppermint Rainbow,14.0,32.0,1969-01-15,1969
Will You Love Me Tomorrow,The Shirelles,19.0,1.0,1960-11-16,1960
Willie & Laura Mae Jones,Dusty Springfield,3.0,78.0,1969-07-09,1969
Willie And The Hand Jive,The Johnny Otis Show,10.0,9.0,1958-01-01,1958
Willie Can,Sue Thompson,5.0,78.0,1963-01-09,1963
Willow Weep For Me,Chad & Jeremy,13.0,15.0,1964-11-11,1964
"Willyam, Willyam",Dee Dee Sharp,1.0,97.0,1964-02-26,1964
Win Your Love For Me,Sam Cooke,17.0,33.0,1958-01-01,1958
Winchester Cathedral,The New Vaudeville Band,15.0,1.0,1966-11-02,1966
Windy,The Association,14.0,1.0,1967-11-22,1967
Wings Of A Dove,Ferlin Husky,18.0,12.0,1960-11-23,1960
"Winkin', Blinkin' And Nod",The Simon Sisters,6.0,73.0,1964-04-22,1964
Winter World Of Love,Engelbert Humperdinck,5.0,35.0,1969-12-03,1969
Wipe Out,The Surfaris,30.0,2.0,1963-06-19,1963
Wish It Were Me,The Platters,7.0,61.0,1959-09-09,1959
Wish Me A Rainbow,The Gunter Kallmann Chorus,8.0,63.0,1966-12-21,1966
Wish Someone Would Care,Irma Thomas,12.0,17.0,1964-03-25,1964
Wish You Didn't Have To Go,James & Bobby Purify,6.0,38.0,1967-01-25,1967
"Wish You Were Here, Buddy",Pat Boone,8.0,49.0,1966-10-19,1966
Wishful Sinful,The Doors,6.0,44.0,1969-03-26,1969
Wishful Thinking,Little Anthony And The Imperials,2.0,79.0,1959-03-18,1959
Wishin' And Hopin',Dusty Springfield,13.0,6.0,1964-06-17,1964
Wishin' On A Rainbow,Phill Wilson,2.0,91.0,1961-07-05,1961
Wishing It Was You,Connie Francis,7.0,57.0,1965-04-28,1965
Witchcraft,Elvis Presley With The Jordanaires,7.0,32.0,1963-10-16,1963
Witchi Tai To,Everything Is Everything,5.0,69.0,1969-02-05,1969
With A Girl Like You,The Troggs,8.0,29.0,1966-08-03,1966
With A Little Help From My Friends,Joe Cocker,6.0,68.0,1968-11-13,1968
With All Of My Heart,Brook Benton,1.0,82.0,1959-07-15,1959
With My Eyes Wide Open I'm Dreaming,Patti Page,7.0,59.0,1959-06-10,1959
With Open Arms,Jane Morgan,11.0,39.0,1959-07-22,1959
With Pen In Hand,Billy Vera,13.0,35.0,1969-04-30,1969
With The Wind And The Rain In Your Hair,Pat Boone,14.0,21.0,1959-01-07,1959
With These Hands,Tom Jones,8.0,27.0,1965-08-25,1965
With This Ring,The Platters,12.0,14.0,1967-02-22,1967
With Your Love,Jack Scott,10.0,28.0,1958-09-24,1958
Without Her,Herb Alpert,6.0,63.0,1969-05-28,1969
Without Love (There Is Nothing),Ray Charles,7.0,29.0,1968-01-10,1968
Without The One You Love (Life's Not Worth While),Four Tops,5.0,43.0,1964-11-25,1964
Without You,Johnny Tillotson,13.0,7.0,1961-08-02,1961
Wives And Lovers,Jack Jones,14.0,14.0,1963-10-30,1963
Wizard Of Love,The Ly - Dells,6.0,54.0,1961-07-19,1961
Wolverton Mountain,Claude King,16.0,6.0,1962-05-23,1962
Woman,Peter And Gordon,12.0,14.0,1966-02-09,1966
Woman Helping Man,The Vogues,6.0,47.0,1969-01-29,1969
Woman Is A Man's Best Friend,Teddy & The Twilights,8.0,59.0,1962-05-16,1962
"Woman Like That, Yeah",Joe Tex,7.0,54.0,1967-05-31,1967
Woman's Got Soul,The Impressions,7.0,29.0,1965-03-31,1965
"Woman, Woman",The Union Gap Featuring Gary Puckett,17.0,4.0,1967-11-15,1967
"Won'cha Come Home, Bill Bailey",Della Reese,1.0,98.0,1961-04-19,1961
Won't Be Long,Aretha Franklin With The Ray Bryant Combo,3.0,76.0,1961-02-22,1961
Won't Find Better (Than Me),The New Hope,1.0,89.0,1969-12-31,1969
Won't You Come Home Bill Bailey,Bobby Darin,11.0,19.0,1960-05-18,1960
Wonderful,Blackwell,2.0,89.0,1969-10-22,1969
Wonderful Summer,Robin Ward,10.0,14.0,1963-10-30,1963
Wonderful World,Sam Cooke,15.0,4.0,1960-05-04,1960
"Wonderful World, Beautiful People",Jimmy Cliff,5.0,37.0,1969-12-03,1969
Wonderful You,Jimmie Rodgers,7.0,40.0,1959-06-10,1959
Wonderful! Wonderful!,The Tymes,11.0,7.0,1963-08-14,1963
Wonderland By Night,Bert Kaempfert And His Orchestra,17.0,1.0,1960-11-30,1960
Wont'cha Come Home,Lloyd Price and His Orchestra,10.0,43.0,1959-11-04,1959
Woo-Hoo,Rock-A-Teens,12.0,16.0,1959-09-30,1959
Wooden Heart,Joe Dowell,16.0,1.0,1961-06-21,1961
Wooly Bully,Sam The Sham and the Pharaohs,18.0,2.0,1965-03-31,1965
Words,Pat Boone,11.0,11.0,1960-03-16,1960
Words Of Love,The Mamas & The Papas,12.0,5.0,1966-11-30,1966
Workin' For The Man,Roy Orbison,11.0,33.0,1962-09-19,1962
Workin' On A Groovy Thing,Patti Drew,11.0,20.0,1968-07-31,1968
Working In The Coal Mine,Lee Dorsey,12.0,8.0,1966-07-20,1966
Working My Way Back To You,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",9.0,9.0,1966-01-26,1966
"Workout Stevie, Workout",Little Stevie Wonder,6.0,33.0,1963-10-02,1963
World (Part 1),James Brown,7.0,37.0,1969-09-10,1969
World Of Fantasy,The Five Stairsteps,8.0,49.0,1966-08-03,1966
Worried Guy,Johnny Tillotson,7.0,37.0,1964-02-19,1964
Worried Mind,Ray Anthony,8.0,74.0,1962-06-27,1962
Worry,Johnny Tillotson,10.0,45.0,1964-07-15,1964
Worst That Could Happen,Brooklyn Bridge,12.0,3.0,1968-12-18,1968
Would It Make Any Difference To You,Etta James,7.0,64.0,1963-01-09,1963
Wouldn't It Be Nice,The Beach Boys,11.0,8.0,1966-07-27,1966
Wow Wow Wee (He's The Boy For Me),The Angels,7.0,41.0,1964-01-15,1964
Wrong For Each Other,Andy Williams,9.0,34.0,1964-04-15,1964
Ya Ya,Lee Dorsey,13.0,7.0,1961-09-06,1961
Yakety Axe,Chet Atkins,2.0,98.0,1965-07-14,1965
Yakety Sax,Boots Randolph and his Combo,9.0,35.0,1963-02-20,1963
Yakety Yak,The Coasters,7.0,7.0,1958-01-01,1958
Yea - Yea (Class Cutter),Dale Hawkins,6.0,52.0,1959-03-11,1959
Years From Now,Jackie Wilson,6.0,37.0,1961-07-19,1961
"Yeh, Yeh",Georgie Fame And The Blue Flames,8.0,21.0,1965-02-10,1965
Yeh-Yeh!,Mongo Santamaria Orch.,1.0,92.0,1963-06-19,1963
Yellow Balloon,The Yellow Balloon,10.0,25.0,1967-03-29,1967
Yellow Bird,The Mills Brothers,12.0,5.0,1958-12-31,1958
Yellow Submarine,The Beatles,9.0,2.0,1966-08-17,1966
Yes - Sir - ee,Dodie Stevens,3.0,79.0,1959-05-27,1959
Yes I Do,Solomon Burke,3.0,92.0,1964-10-07,1964
Yes I Want You,Ivory Joe Hunter,1.0,94.0,1958-09-03,1958
Yes Indeed,Pete Fountain,6.0,69.0,1962-02-21,1962
Yes It Is,The Beatles,4.0,46.0,1965-04-28,1965
"Yes Sir, That's My Baby",Ricky Nelson,6.0,34.0,1960-09-07,1960
"Yes, I'm Lonesome Tonight",Thelma Carpenter,6.0,55.0,1960-12-28,1960
"Yes, I'm Ready",Barbara Mason,14.0,5.0,1965-05-12,1965
Yessiree,Linda Scott,7.0,60.0,1962-02-07,1962
Yester Love,Smokey Robinson & The Miracles,8.0,31.0,1968-05-29,1968
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,12.0,7.0,1969-10-15,1969
Yesterday,The Beatles,11.0,1.0,1967-11-08,1967
Yesterday And You (Armen's Theme),Bobby Vee,7.0,55.0,1963-11-06,1963
Yesterday Man,Chris Andrews,1.0,94.0,1965-12-29,1965
Yesterday's Dreams,Four Tops,6.0,49.0,1968-07-17,1968
Yesterday's Gone,Chad & Jeremy,9.0,21.0,1964-05-20,1964
Yesterday's Hero,Gene Pitney,5.0,64.0,1964-05-06,1964
Yesterday's Rain,Spanky And Our Gang,3.0,94.0,1968-12-04,1968
"Yesterday, When I Was Young",Roy Clark,10.0,19.0,1969-06-11,1969
Yet...I Know (Et Pourtant),Steve Lawrence,6.0,77.0,1964-08-26,1964
Yield Not To Temptation,Bobby Bland,8.0,56.0,1962-08-08,1962
Yogi,The Ivy Three,10.0,8.0,1960-08-03,1960
You,Marvin Gaye,7.0,34.0,1968-01-10,1968
You Ain't Going Nowhere,The Byrds,5.0,74.0,1968-05-08,1968
You Always Hurt Me,The Impressions,2.0,96.0,1967-03-01,1967
You Always Hurt The One You Love,Clarence Henry,10.0,12.0,1961-05-10,1961
You Are Beautiful,Johnny Mathis,6.0,60.0,1958-12-31,1958
You Are Mine,Frankie Avalon,11.0,26.0,1962-03-21,1962
You Are My Sunshine,Johnny And The Hurricanes,12.0,7.0,1967-10-25,1967
You Are She,Chad & Jeremy,4.0,87.0,1966-10-05,1966
You Are The Only One,Ricky Nelson,8.0,25.0,1960-12-21,1960
You Baby,The Turtles,12.0,20.0,1966-02-02,1966
You Beat Me To The Punch,Mary Wells,12.0,9.0,1962-08-08,1962
You Belong To Me,The Duprees,13.0,7.0,1962-08-01,1962
You Better Get It,Joe Tex,7.0,46.0,1965-02-17,1965
You Better Go,Derek Martin,6.0,78.0,1965-07-28,1965
You Better Know It,Jackie Wilson,10.0,37.0,1959-09-02,1959
You Better Move On,Arthur Alexander,12.0,24.0,1962-02-21,1962
You Better Run,The Young Rascals,7.0,20.0,1966-06-15,1966
You Better Sit Down Kids,Cher,13.0,9.0,1967-10-25,1967
You Can Bring Me All Your Heartaches,Lou Rawls,8.0,55.0,1966-11-23,1966
You Can Depend On Me,Brenda Lee,12.0,6.0,1961-03-22,1961
You Can Have Her,Roy Hamilton,10.0,12.0,1965-05-05,1965
You Can Have Him,Timi Yuro,6.0,75.0,1965-02-17,1965
You Can Never Stop Me Loving You,Johnny Tillotson,10.0,18.0,1963-08-07,1963
You Can Run (But You Can't Hide),Jerry Butler,7.0,63.0,1962-10-10,1962
You Can't Be True Dear,The Mary Kaye Trio,3.0,75.0,1959-04-08,1959
"You Can't Be True, Dear",Patti Page,2.0,94.0,1965-09-08,1965
You Can't Do That,The Beatles,4.0,48.0,1964-04-01,1964
You Can't Get To Heaven On Roller Skates,Betty Johnson,1.0,99.0,1959-01-07,1959
You Can't Hurry Love,The Supremes,13.0,1.0,1966-08-10,1966
You Can't Hurt Me No More,Gene Chandler,1.0,92.0,1965-03-03,1965
You Can't Judge A Book By The Cover,Bo Diddley,10.0,48.0,1962-08-15,1962
You Can't Lie To A Liar,Ketty Lester,1.0,90.0,1962-10-10,1962
You Can't Roller Skate In A Buffalo Herd,Roger Miller,6.0,40.0,1966-06-22,1966
You Can't Sit Down,The Dovells,14.0,3.0,1963-04-24,1963
You Can't Sit Down Part 2,Philip Upchurch Combo,8.0,29.0,1961-06-14,1961
You Can't Stand Alone,Wilson Pickett,5.0,70.0,1967-05-24,1967
You Can't Take It Away,Fred Hughes,3.0,96.0,1965-09-22,1965
You Cheated,The Slades,16.0,15.0,1958-08-20,1958
You Didn't Have To Be So Nice,The Lovin' Spoonful,12.0,10.0,1965-11-24,1965
You Don't Have To Be A Baby To Cry,The Caravelles,13.0,3.0,1963-10-30,1963
You Don't Have To Be A Tower Of Strength,Gloria Lynne,1.0,100.0,1961-12-13,1961
You Don't Have To Say You Love Me,Dusty Springfield,13.0,4.0,1968-02-07,1968
You Don't Have To Walk In The Rain,The Turtles,7.0,51.0,1969-06-04,1969
You Don't Know Girls,Kathy Linden,3.0,92.0,1959-07-22,1959
You Don't Know Like I Know,Sam & Dave,2.0,90.0,1966-01-12,1966
You Don't Know Me,Lenny Welch,13.0,2.0,1960-02-24,1960
You Don't Know What It Means,Jackie Wilson,3.0,79.0,1961-09-27,1961
You Don't Know What You Mean To Me,Sam & Dave,8.0,48.0,1968-05-22,1968
You Don't Know What You've Got (Until You Lose It),Ral Donner,12.0,4.0,1961-07-05,1961
You Don't Love Me Anymore (And I Can Tell),Rick Nelson,7.0,47.0,1963-03-06,1963
You Don't Miss Your Water,William Bell,1.0,95.0,1962-04-25,1962
You Don't Need Me For Anything Anymore,Brenda Lee,3.0,84.0,1969-05-14,1969
You Don't Own Me,Lesley Gore,13.0,2.0,1963-12-25,1963
You Don't Want My Love,Andy Williams,7.0,64.0,1960-12-07,1960
You Gave Me A Mountain,Frankie Laine,11.0,24.0,1969-02-05,1969
You Gave Me Something (And Everything's Alright),Fantastic Four,7.0,55.0,1967-05-24,1967
You Got Me Hummin',Sam & Dave,6.0,77.0,1966-11-30,1966
You Got Soul,Johnny Nash,7.0,58.0,1968-12-11,1968
You Got That Touch,Sonny James,2.0,94.0,1958-09-17,1958
You Got The Love,Professor Morrison's Lollipop,3.0,88.0,1968-10-02,1968
You Got To Me,Neil Diamond,8.0,18.0,1967-01-25,1967
You Got To Pay The Price,Gloria Taylor,9.0,49.0,1969-11-05,1969
You Got What It Takes,Marv Johnson,22.0,7.0,1959-10-28,1959
You Got Yours And I'll Get Mine,The Delfonics,10.0,40.0,1969-08-13,1969
You Keep Me Hangin' On,The Supremes,17.0,1.0,1967-07-05,1967
You Keep Me Hanging On,Wilson Pickett,3.0,92.0,1969-11-26,1969
You Keep Running Away,Four Tops,8.0,19.0,1967-09-13,1967
You Know It Ain't Right,Joe Hinton,3.0,88.0,1963-05-29,1963
You Know What I Mean,The Turtles,11.0,12.0,1967-08-02,1967
You Lied To Your Daddy,The Tams,5.0,70.0,1964-03-18,1964
You Lost The Sweetest Boy,Mary Wells,9.0,22.0,1963-09-25,1963
You Made A Believer (Out Of Me),Ruby Andrews,2.0,96.0,1969-07-30,1969
You Made Me Love You,Nat King Cole,9.0,45.0,1959-04-29,1959
You Mean Everything To Me,The Fleetwoods,13.0,17.0,1960-08-03,1960
You Mean The World To Me,David Houston,7.0,75.0,1967-10-04,1967
You Met Your Match,Stevie Wonder,7.0,35.0,1968-07-17,1968
You Must Believe Me,The Impressions,10.0,15.0,1964-09-02,1964
You Must Have Been A Beautiful Baby,Bobby Darin,11.0,5.0,1961-08-30,1961
You Need Hands,Eydie Gorme,2.0,57.0,1958-01-01,1958
"You Need Me, Baby",Joe Tex,3.0,81.0,1968-10-09,1968
You Never Can Tell,Chuck Berry,9.0,14.0,1964-07-29,1964
You Never Miss Your Water (Till The Well Runs Dry),Little Esther Phillips & Big Al Downing,2.0,73.0,1963-04-24,1963
You Only Live Twice,Nancy Sinatra,9.0,44.0,1967-06-21,1967
You Put It On Me,B.B. King,5.0,82.0,1968-10-02,1968
You Really Got Me,The Kinks,15.0,7.0,1964-09-23,1964
You Really Know How To Hurt A Guy,Jan & Dean,9.0,27.0,1965-05-19,1965
You Send Me,Aretha Franklin,6.0,56.0,1968-06-12,1968
You Should Have Seen The Way He Looked At Me,The Dixie Cups,6.0,39.0,1964-10-21,1964
You Should'a Treated Me Right,Ike & Tina Turner,2.0,89.0,1962-06-27,1962
You Showed Me,The Turtles,12.0,6.0,1969-01-01,1969
You Talk About Love,Barbara George,6.0,46.0,1962-03-28,1962
You Talk Too Much,Joe Jones,13.0,3.0,1960-09-21,1960
You Tell Me Why,The Beau Brummels,7.0,38.0,1965-07-21,1965
You Threw A Lucky Punch,Gene Chandler,8.0,49.0,1962-11-21,1962
You Turn Me On (Turn On Song),Ian Whitcomb And Bluesville,13.0,8.0,1965-05-19,1965
You Waited Too Long,The Five Stairsteps,2.0,94.0,1966-05-18,1966
You Wanted Someone To Play With (I Wanted Someone To Love),Frankie Laine,7.0,48.0,1967-06-14,1967
You Went Back On Your Word,Clyde McPhatter,3.0,72.0,1959-10-28,1959
You Were Born To Be Loved,Billy Bland,2.0,94.0,1960-06-22,1960
You Were Made For Me,Freddie And The Dreamers,7.0,21.0,1965-04-28,1965
You Were Mine,Fireflies,16.0,21.0,1959-09-02,1959
You Were On My Mind,We Five,15.0,3.0,1967-06-28,1967
You Were Only Fooling (While I Was Falling In Love),Vic Damone,10.0,30.0,1965-04-14,1965
You Were Wrong,Z.Z. Hill,1.0,100.0,1964-03-04,1964
You Win Again,Fats Domino,10.0,22.0,1962-02-21,1962
You Wouldn't Listen,The Ides Of March,7.0,42.0,1966-06-22,1966
You You You,Mel Carter,7.0,49.0,1966-07-13,1966
You'd Better Come Home,Russell Byrd,9.0,22.0,1961-05-03,1961
You'll Always Be The One I Love,Dean Martin,5.0,64.0,1964-12-23,1964
You'll Answer To Me,Patti Page,6.0,46.0,1961-06-21,1961
You'll Lose A Good Thing,Barbara Lynn,13.0,8.0,1962-06-13,1962
You'll Miss Me (When I'm Gone),Fontella Bass & Bobby McClure,2.0,91.0,1965-05-26,1965
You'll Never Get To Heaven (If You Break My Heart),Dionne Warwick,9.0,34.0,1964-08-12,1964
You'll Never Walk Alone,Patti LaBelle And The Blue Belles,8.0,34.0,1968-04-17,1968
You're A Sweetheart,Little Willie John,4.0,66.0,1962-11-21,1962
You're A Very Lovely Woman,The Merry-Go-Round,3.0,94.0,1967-09-06,1967
You're A Wonderful One,Marvin Gaye,10.0,15.0,1964-03-11,1964
You're All I Need,Bobby Bland,2.0,88.0,1967-04-19,1967
You're All I Need To Get By,Marvin Gaye & Tammi Terrell,12.0,7.0,1968-07-24,1968
You're Following Me,Perry Como,3.0,92.0,1961-11-15,1961
You're Gonna Make Me Cry,O.V. Wright,5.0,86.0,1965-08-04,1965
You're Gonna Miss Me,Connie Francis,10.0,34.0,1966-08-17,1966
